00 0.000000 0.000093 -80.667594 0.000000
01 21.533203 0.000088 -81.106997 -0.306796
02 43.066406 0.000075 -82.524352 -0.613592
03 64.599609 0.000054 -85.329092 -0.920388
04 86.132812 0.000028 -91.008136 -1.227185
05 107.666016 0.000001 -124.163149 1.607612
06 129.199219 0.000029 -90.647366 1.300816
07 150.732422 0.000055 -85.160038 0.994020
08 172.265625 0.000076 -82.425414 0.687223
09 193.798828 0.000089 -81.049452 0.380427
10 215.332031 0.000093 -80.642540 0.073631
11 236.865234 0.000088 -81.114405 -0.233165
12 258.398438 0.000074 -82.573139 -0.539961
13 279.931641 0.000053 -85.448518 -0.846757
14 301.464844 0.000027 -91.326268 -1.153554
15 322.998047 0.000002 -114.720851 1.681243
16 344.531250 0.000031 -90.260989 1.374447
17 366.064453 0.000057 -84.949525 1.067651
18 387.597656 0.000077 -82.280863 0.760854
19 409.130859 0.000090 -80.944056 0.454058
20 430.664062 0.000094 -80.567839 0.147262
21 452.197266 0.000088 -81.070292 -0.159534
22 473.730469 0.000074 -82.568044 -0.466330
23 495.263672 0.000053 -85.510609 -0.773126
24 516.796875 0.000026 -91.583064 -1.079922
25 538.330078 0.000003 -110.487867 1.754874
26 559.863281 0.000032 -89.863939 1.448078
27 581.396484 0.000058 -84.705800 1.141282
28 602.929688 0.000079 -82.095808 0.834486
29 624.462891 0.000091 -80.793872 0.527689
30 645.996094 0.000095 -80.444850 0.220893
31 667.529297 0.000089 -80.974253 -0.085903
32 689.062500 0.000075 -82.506353 -0.392699
33 710.595703 0.000053 -85.508567 -0.699495
34 732.128906 0.000026 -91.759042 -1.006291
35 753.662109 0.000004 -107.881103 1.828505
36 775.195312 0.000034 -89.469007 1.521709
37 796.728516 0.000060 -84.436874 1.214913
38 818.261719 0.000081 -81.875687 0.908117
39 839.794922 0.000093 -80.602582 0.601320
40 861.328125 0.000097 -80.275752 0.294524
41 882.861328 0.000091 -80.826875 -0.012272
42 904.394531 0.000076 -82.386530 -0.319068
43 925.927734 0.000053 -85.436945 -0.625864
44 947.460938 0.000026 -91.835347 -0.932660
45 968.994141 0.000005 -106.139036 1.902136
46 990.527344 0.000035 -89.087015 1.595340
47 1012.060547 0.000062 -84.150310 1.288544
48 1033.593750 0.000083 -81.626057 0.981748
49 1055.126953 0.000096 -80.374311 0.674952
50 1076.660156 0.000099 -80.063420 0.368155
51 1098.193359 0.000093 -80.629698 0.061359
52 1119.726562 0.000078 -82.208301 -0.245437
53 1141.259766 0.000054 -85.292039 -0.552233
54 1162.792969 0.000026 -91.795553 -0.859029
55 1184.326172 0.000006 -104.982371 1.975767
56 1205.859375 0.000037 -88.727133 1.668971
57 1227.392578 0.000064 -83.853089 1.362175
58 1248.925781 0.000086 -81.352402 1.055379
59 1270.458984 0.000099 -80.113447 0.748583
60 1291.992188 0.000102 -79.811279 0.441786
61 1313.525391 0.000096 -80.385112 0.134990
62 1335.058594 0.000080 -81.972653 -0.171806
63 1356.591797 0.000056 -85.072158 -0.478602
64 1378.125000 0.000026 -91.627575 -0.785398
65 1399.658203 0.000006 -104.294603 2.049398
66 1421.191406 0.000038 -88.397256 1.742602
67 1442.724609 0.000066 -83.551556 1.435806
68 1464.257812 0.000089 -81.059996 1.129010
69 1485.791016 0.000102 -79.824481 0.822214
70 1507.324219 0.000106 -79.523138 0.515418
71 1528.857422 0.000099 -80.096217 0.208621
72 1550.390625 0.000082 -81.681750 -0.098175
73 1571.923828 0.000058 -84.777731 -0.404971
74 1593.457031 0.000027 -91.325255 -0.711767
75 1614.990234 0.000006 -104.040914 2.123029
76 1636.523438 0.000039 -88.104401 1.816233
77 1658.056641 0.000069 -83.251430 1.509437
78 1679.589844 0.000092 -80.753803 1.202641
79 1701.123047 0.000106 -79.511861 0.895845
80 1722.656250 0.000110 -79.203031 0.589049
81 1744.189453 0.000103 -79.766651 0.282252
82 1765.722656 0.000086 -81.338774 -0.024544
83 1787.255859 0.000060 -84.411229 -0.331340
84 1808.789062 0.000029 -90.889167 -0.638136
85 1830.322266 0.000006 -104.249768 2.196660
86 1851.855469 0.000040 -87.855103 1.889864
87 1873.388672 0.000071 -82.957843 1.583068
88 1894.921875 0.000095 -80.438416 1.276272
89 1916.455078 0.000110 -79.179881 0.969476
90 1937.988281 0.000114 -78.855065 0.662680
91 1959.521484 0.000107 -79.400410 0.355884
92 1981.054688 0.000090 -80.947707 0.049087
93 2002.587891 0.000063 -83.976917 -0.257709
94 2024.121094 0.000030 -90.326409 -0.564505
95 2045.654297 0.000006 -105.030330 2.270292
96 2067.187500 0.000041 -87.655827 1.963495
97 2088.720703 0.000073 -82.675426 1.656699
98 2110.253906 0.000099 -80.118031 1.349903
99 2131.787109 0.000114 -78.832599 1.043107
100 2153.320312 0.000119 -78.483290 0.736311
101 2174.853516 0.000112 -79.001672 0.429515
